Tue, 01 Jun 10 23:45:21 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'))
Tue, 01 Jun 10 23:50:59 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'))
Thu, 03 Jun 10 20:29:37 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:11:45 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:12:05 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'  and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:12:23 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'  and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:10 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:28 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:49 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:14:08 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:15:12 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:16:34 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:17:00 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Mon, 07 Jun 10 22:37:25 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:40:14 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:52:41 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:53:30 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:53:49 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:55:22 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:56:44 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:57:14 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:58:00 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 23 Jan 12 20:32:44 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:44 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:46 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:46 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:46 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:47 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:47 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:50 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:50 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:02:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:37 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:37 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:06:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:19 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:20 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:21 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:21 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:24 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:07:25 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:39 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:16:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:21 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:22 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:25 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:25 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:18:26 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:44 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:46 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:47 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:48 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:48 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:20:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:38:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:38:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 21:38:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:11 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:13 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:14 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:14 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:16 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:17 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 25 Jan 12 22:03:17 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 29 Jan 12 22:11:17 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 29 Jan 12 22:42:32 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and (firstName like '%פרוש אריה%')
Sun, 29 Jan 12 23:38:33 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 29 Jan 12 23:39:50 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 29 Jan 12 23:46:26 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1992 and  age >= 1987 and (bird = 'long')
Sun, 29 Jan 12 23:58:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 00:03:05 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:49:22 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:49:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:49:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:49:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:49:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 19:50:34 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 22:47:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 22:59:10 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 30 Jan 12 22:59:24 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Mon, 30 Jan 12 23:01:54 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Mon, 30 Jan 12 23:03:05 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'male' 
Mon, 30 Jan 12 23:06:52 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Tue, 31 Jan 12 22:54:57 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 22:55:03 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 22:58:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1989 and  age >= 1989  and gender = 'male' 
Tue, 31 Jan 12 23:21:52 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:21:54 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:23:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:23:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:37:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:37:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 31 Jan 12 23:59:40 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:00:11 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:00:12 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:08:46 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:08:48 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:11:25 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994 and  age >= 1988  and gender = 'male' and (firstName like '%יד עזרה%')and (bird = 'long')
Wed, 01 Feb 12 00:13:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:13:01 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:13:02 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:32:01 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:32:03 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 01 Feb 12 00:32:04 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:09:53 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:09:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:09:57 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:57:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:57:50 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:57:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 22:57:52 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 05 Feb 12 23:10:05 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'male' 
Mon, 06 Feb 12 22:13:08 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 06 Feb 12 22:13:11 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 06 Feb 12 22:13:12 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 06 Feb 12 22:13:12 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 06 Feb 12 22:13:13 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:27 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:28 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:29 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:30 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:30 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:31 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 08 Feb 12 22:30:31 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:53 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:53 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:54 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:01:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:08:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:12 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:13 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:14 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 00:25:16 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:39 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:41 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:44 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:44 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:47 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:49 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:53 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 09 Feb 12 23:14:59 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Fri, 10 Feb 12 00:36:53 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Fri, 10 Feb 12 00:58:07 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'male' and (bird = 'long')
Sun, 12 Feb 12 20:11:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 12 Feb 12 20:12:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 12 Feb 12 20:13:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 12 Feb 12 20:13:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
